subject_ID,p_duration,p_country,p_languages,p_age,p_gender,p_race,p_parent,p_inj_experienced,condition,rating,injury,character,race,age,gender,,,,,,,,,
9a,452,Italy,Italian,23,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,5,bee sting,charlotte,w,a,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,2,soup,rachel,w,a,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,5,broken arm,sydney,w,c,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,stomach ache,david,w,a,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,2,paper cut,kyle,w,c,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,1,skinned knees,marissa,b,a,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,4,bruised leg,jessica,b,c,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,0,splinter,chris,b,a,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,4,bee sting,tyler,b,c,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,2,soup,dominic,b,c,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,4,broken arm,jacob,b,a,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,stomach ache,kendall,b,c,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,0,paper cut,sarah,b,a,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,skinned knees,wyatt,w,c,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,bruised leg,robert,w,a,m,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,1,splinter,tara,w,c,f,,,,,,,,,
10a,446,Poland,polish and almost fluent in russian,21,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,bee sting,charlotte,w,a,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,soup,rachel,w,a,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,5,broken arm,sydney,w,c,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,stomach ache,david,w,a,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,paper cut,kyle,w,c,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,skinned knees,marissa,b,a,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,bruised leg,jessica,b,c,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,splinter,chris,b,a,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,bee sting,tyler,b,c,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,soup,dominic,b,c,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,broken arm,jacob,b,a,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,stomach ache,kendall,b,c,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,paper cut,sarah,b,a,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,skinned knees,wyatt,w,c,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,bruised leg,robert,w,a,m,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,splinter,tara,w,c,f,,,,,,,,,
11a,512,Finland,"Finnish, Swedish",25,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,bee sting,charlotte,w,a,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,soup,rachel,w,a,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,broken arm,sydney,w,c,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,stomach ache,david,w,a,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,paper cut,kyle,w,c,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,skinned knees,marissa,b,a,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,bruised leg,jessica,b,c,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,splinter,chris,b,a,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,bee sting,tyler,b,c,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,soup,dominic,b,c,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,broken arm,jacob,b,a,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,stomach ache,kendall,b,c,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,paper cut,sarah,b,a,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,skinned knees,wyatt,w,c,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,bruised leg,robert,w,a,m,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,splinter,tara,w,c,f,,,,,,,,,
12a,597,Mexico,no,20,female,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,bee sting,charlotte,w,a,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,soup,rachel,w,a,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,broken arm,sydney,w,c,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,stomach ache,david,w,a,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,paper cut,kyle,w,c,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,skinned knees,marissa,b,a,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,bruised leg,jessica,b,c,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,splinter,chris,b,a,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,bee sting,tyler,b,c,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,soup,dominic,b,c,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,broken arm,jacob,b,a,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,stomach ache,kendall,b,c,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,paper cut,sarah,b,a,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,skinned knees,wyatt,w,c,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,bruised leg,robert,w,a,m,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,splinter,tara,w,c,f,,,,,,,,,
13a,596,Poland,No,19,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,bee sting,charlotte,w,a,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,soup,rachel,w,a,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,7,broken arm,sydney,w,c,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,stomach ache,david,w,a,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,paper cut,kyle,w,c,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,skinned knees,marissa,b,a,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,5,bruised leg,jessica,b,c,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,5,splinter,chris,b,a,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,5,bee sting,tyler,b,c,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,soup,dominic,b,c,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,7,broken arm,jacob,b,a,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,stomach ache,kendall,b,c,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,paper cut,sarah,b,a,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,skinned knees,wyatt,w,c,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,4,bruised leg,robert,w,a,m,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,6,splinter,tara,w,c,f,,,,,,,,,
14a,491,greece,Greek,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter",1,5,bee sting,charlotte,w,a,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,soup,rachel,w,a,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,7,broken arm,sydney,w,c,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,stomach ache,david,w,a,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,paper cut,kyle,w,c,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,skinned knees,marissa,b,a,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,5,bruised leg,jessica,b,c,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,splinter,chris,b,a,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,5,bee sting,tyler,b,c,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,soup,dominic,b,c,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,7,broken arm,jacob,b,a,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,6,stomach ache,kendall,b,c,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,1,paper cut,sarah,b,a,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,6,skinned knees,wyatt,w,c,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,4,bruised leg,robert,w,a,m,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,2,splinter,tara,w,c,f,,,,,,,,,
15a,589,South Africa,"Afrikaans, isixhosa",20,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",1,3,bee sting,charlotte,w,a,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,soup,rachel,w,a,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,7,broken arm,sydney,w,c,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,2,stomach ache,david,w,a,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,paper cut,kyle,w,c,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,5,skinned knees,marissa,b,a,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,5,bruised leg,jessica,b,c,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,splinter,chris,b,a,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,7,bee sting,tyler,b,c,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,2,soup,dominic,b,c,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,7,broken arm,jacob,b,a,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,5,stomach ache,kendall,b,c,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,1,paper cut,sarah,b,a,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,6,skinned knees,wyatt,w,c,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,3,bruised leg,robert,w,a,m,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,4,splinter,tara,w,c,f,,,,,,,,,
16a,478,South Africa,isiXhosa,23,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",1,4,bee sting,charlotte,w,a,f,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,3,soup,rachel,w,a,f,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,7,broken arm,sydney,w,c,f,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,1,stomach ache,david,w,a,m,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,6,paper cut,kyle,w,c,m,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,3,skinned knees,marissa,b,a,f,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,2,bruised leg,jessica,b,c,f,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,3,splinter,chris,b,a,m,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,7,bee sting,tyler,b,c,m,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,2,soup,dominic,b,c,m,,,,,,,,,
17a,584,Portugal,no,26,male,white,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",1,6,broken arm,jacob,b,a,m,,,,,,,,,
